"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"1",24,1,28,1,0,"0",43287,151,283,"0"
"0",45,1,28,1,1,"0",21697,24,57,"0"
"0",23,1,34,1,0,"0",28821,152,292,"0"
"1",52,1,28,1,1,"0",47065,52,110,"0"
"1",34,1,29,0,1,"0",31463,26,164,"0"
"0",24,1,28,1,0,"0",44352,152,83,"0"
"0",21,1,27,1,0,"0",52746,160,15,"0"
"0",69,1,28,1,1,"1",24801,26,287,"0"
"0",40,1,8,0,1,"1",33803,26,107,"0"
"0",38,1,47,1,1,"1",22154,124,42,"0"
"0",44,1,28,1,1,"1",42507,26,111,"0"
"1",33,1,10,1,0,"0",41122,152,128,"0"
"1",41,1,8,1,1,"1",2630,156,117,"0"
"0",54,1,46,0,1,"1",30564,26,118,"0"
"1",29,1,43,1,0,"0",2630,152,196,"0"
"1",44,1,28,0,1,"1",28194,124,292,"0"
"1",32,1,28,0,0,"1",47711,152,238,"0"
"0",42,1,28,1,1,"0",44069,26,47,"0"
"0",42,1,8,0,1,"1",43384,124,81,"1"
"0",66,1,8,0,1,"1",34615,26,286,"0"
"1",47,1,28,0,1,"1",37872,124,15,"0"
"0",28,1,41,1,0,"0",2630,152,51,"0"
"1",23,1,8,1,0,"0",51488,152,280,"0"
"1",71,1,28,1,1,"1",59810,26,285,"0"
"0",21,1,46,1,0,"0",27033,160,270,"0"
"1",41,1,41,0,1,"1",24019,26,55,"0"
"0",67,1,28,1,1,"0",2630,122,150,"0"
"1",42,1,29,0,1,"1",24225,154,185,"0"
"0",23,1,30,1,0,"0",26206,152,159,"0"
"1",23,1,28,0,0,"1",47612,152,166,"0"
"1",22,1,3,1,0,"0",25900,152,176,"0"
"1",37,1,28,0,1,"0",46646,154,221,"0"
"1",34,1,17,0,1,"1",30576,12,52,"1"
"1",52,1,33,1,1,"0",33757,152,171,"0"
"0",24,1,8,1,0,"0",33090,151,26,"0"
"0",34,1,28,0,2,"1",35978,124,117,"0"
"0",39,1,15,0,1,"1",33243,124,12,"0"
"0",41,1,28,0,1,"1",26208,26,152,"0"
"1",42,1,33,0,1,"1",44104,124,212,"0"
"0",42,1,41,0,1,"1",37585,26,287,"0"
"1",21,1,34,0,0,"1",2630,160,260,"0"
"0",52,1,28,0,1,"1",36851,26,50,"0"
"0",21,1,17,1,0,"0",31415,160,144,"0"
"0",66,1,11,1,1,"0",29381,120,183,"0"
"1",32,1,8,1,0,"0",34115,152,284,"0"
"1",23,1,3,0,0,"1",21540,152,280,"0"
"1",52,1,29,0,1,"1",34930,26,153,"0"
"1",54,1,28,1,1,"0",27128,26,218,"0"
"0",21,1,50,1,0,"0",39979,152,111,"0"
"0",25,1,2,1,0,"0",34053,152,198,"0"
"0",43,1,46,0,1,"1",25018,11,278,"0"
"1",20,1,46,1,0,"0",25312,160,24,"0"
"0",21,1,50,1,0,"0",46089,152,14,"0"
"1",49,1,28,1,1,"0",33720,124,161,"0"
"1",50,1,35,1,1,"0",62634,26,202,"0"
"1",46,1,28,0,1,"1",28468,124,181,"1"
"0",25,1,6,1,0,"0",40004,152,203,"0"
"0",24,1,27,0,0,"1",24857,151,271,"0"
"1",40,1,28,0,1,"1",27445,26,145,"0"
"1",39,1,28,0,1,"1",40166,26,67,"1"
"0",22,1,41,1,0,"0",34163,152,48,"0"
"1",24,1,22,0,0,"1",2630,160,164,"0"
"0",42,1,28,0,1,"1",2630,26,295,"1"
"1",29,1,45,0,0,"1",29644,151,172,"0"
"1",23,1,6,1,0,"0",2630,160,287,"0"
"0",22,1,50,1,0,"0",41825,152,233,"0"
"0",24,1,10,1,0,"0",27206,152,282,"0"
"0",66,1,19,0,1,"0",38371,124,296,"0"
"0",29,1,15,0,0,"0",40625,152,29,"0"
"0",55,1,7,0,1,"1",54116,124,274,"1"
"0",66,1,8,0,2,"1",47077,124,76,"1"
"1",24,1,10,1,0,"0",30157,152,114,"0"
"0",26,1,15,0,0,"0",28293,152,26,"0"
"1",69,1,8,1,1,"0",50087,7,128,"0"
"1",66,1,28,1,1,"0",27371,124,158,"0"
"0",22,1,47,1,0,"0",32986,152,223,"0"
"1",55,1,3,0,1,"1",2630,124,68,"0"
"0",32,1,28,0,0,"1",49729,124,47,"1"
"1",51,1,28,0,1,"1",42993,124,283,"0"
"1",30,1,38,0,1,"1",31475,124,242,"1"
"0",25,1,6,1,0,"0",26296,152,74,"0"
"0",62,1,8,0,1,"1",47040,26,271,"0"
"1",23,1,16,0,0,"0",30641,152,251,"1"
"1",65,1,6,0,1,"1",24299,26,139,"1"
"1",46,1,0,1,1,"0",2630,7,111,"0"
"1",27,1,36,0,0,"0",52390,152,18,"0"
"0",25,1,35,1,0,"0",47425,152,189,"0"
"1",21,1,46,1,0,"0",29158,152,87,"0"
"0",61,1,47,1,1,"0",39301,16,90,"0"
"0",26,1,47,0,0,"0",25108,152,122,"0"
"0",25,1,32,0,0,"0",2630,160,166,"0"
"0",23,1,26,1,0,"0",29259,152,160,"0"
"0",44,1,45,1,1,"0",2630,154,257,"0"
"0",36,1,28,0,1,"1",24968,156,218,"1"
"0",51,1,8,0,2,"1",29882,26,276,"1"
"0",43,1,28,0,1,"1",2630,122,194,"1"
"1",48,1,46,1,1,"0",39126,30,55,"0"
"0",37,1,2,1,1,"0",31764,152,200,"0"
"0",33,1,28,0,0,"1",30939,26,10,"0"
"0",22,1,15,1,0,"0",20155,152,128,"0"
"1",27,1,15,0,0,"0",27315,152,260,"0"
"1",67,1,25,1,1,"0",30039,30,217,"0"
"0",57,1,30,1,1,"0",2630,152,184,"0"
"0",29,1,41,0,0,"1",32086,152,97,"0"
"1",43,1,45,0,1,"1",26340,124,89,"0"
"1",44,1,20,0,1,"1",2630,26,87,"0"
"1",25,1,15,0,0,"0",26676,152,183,"0"
"1",61,1,38,0,1,"1",36999,26,252,"0"
"1",41,1,28,0,2,"1",36391,25,50,"1"
"1",25,1,48,1,0,"1",2630,154,14,"0"
"1",25,1,48,1,0,"0",2630,152,253,"0"
"1",44,1,8,0,1,"1",42151,124,91,"0"
"0",23,1,17,1,0,"0",54726,152,221,"0"
"0",44,1,28,0,1,"0",41860,44,14,"0"
"0",28,1,50,1,0,"0",33333,152,124,"0"
"1",22,1,41,1,0,"0",21895,153,67,"0"
"1",25,1,28,1,0,"0",31553,152,293,"0"
"1",24,1,15,0,0,"1",33194,152,88,"0"
"1",23,1,14,1,0,"0",31486,152,85,"0"
"0",25,1,45,1,0,"0",26535,152,267,"0"
"0",32,1,8,0,1,"1",45220,154,73,"1"
"1",45,1,39,0,1,"1",30422,26,129,"0"
"1",45,1,28,0,1,"1",52654,26,140,"1"
"0",27,1,18,1,0,"0",38302,152,267,"0"
"0",25,1,27,0,0,"1",2630,152,240,"0"
"1",22,1,8,1,0,"0",28243,152,287,"0"
"1",23,1,30,1,0,"0",22332,160,225,"0"
"1",41,1,28,0,1,"1",30241,26,73,"1"
"1",21,1,45,0,0,"1",27719,152,79,"0"
"0",23,1,14,1,0,"0",30115,151,60,"0"
"1",74,1,43,0,1,"1",51249,26,258,"0"
"1",39,1,28,0,1,"1",46831,26,236,"0"
"0",64,1,29,1,1,"0",30124,152,202,"0"
"1",43,1,28,0,1,"1",41633,26,87,"1"
"1",44,1,8,0,1,"0",54997,26,265,"0"
"1",21,1,15,0,0,"1",31464,152,25,"1"
"1",45,1,50,0,1,"1",31839,124,47,"0"
"1",23,1,27,1,0,"0",25503,152,108,"0"
"0",43,1,29,0,1,"1",28641,124,158,"0"
"1",57,1,3,0,1,"1",31158,26,262,"0"
"0",48,1,10,0,1,"1",2630,157,78,"0"
"1",77,1,9,0,1,"0",52154,26,37,"0"
"0",73,1,7,0,1,"0",36977,124,128,"0"
"0",51,1,28,0,2,"1",51530,26,223,"0"
"1",23,1,5,1,0,"0",40473,152,164,"0"
"0",41,1,6,1,1,"0",29154,124,223,"0"
"1",41,1,28,0,1,"1",38500,26,52,"0"
"0",23,1,26,1,0,"0",27272,152,187,"0"
"1",60,1,8,0,2,"1",32594,26,188,"0"
"1",53,1,7,0,2,"1",33074,124,218,"0"
"1",65,1,28,1,1,"0",28280,124,82,"0"
"1",51,1,38,0,1,"1",35059,26,236,"0"
"0",23,1,26,1,0,"1",31220,152,227,"0"
"1",50,1,45,0,1,"0",37765,26,216,"0"
"0",24,1,8,0,0,"1",2630,152,244,"0"
"0",34,1,3,0,1,"1",2630,156,279,"1"
"1",27,1,41,1,0,"0",29454,152,235,"0"
"1",23,1,3,0,0,"1",43748,152,262,"0"
"1",75,1,28,0,1,"1",59293,26,240,"1"
"0",21,1,50,1,0,"0",41549,160,135,"0"
"1",25,1,15,0,0,"0",54785,152,56,"0"
"0",25,1,35,1,0,"0",31991,152,29,"0"
"1",32,1,47,1,1,"0",31040,26,95,"0"
"1",25,1,28,0,0,"1",57990,152,72,"0"
"1",39,1,28,1,1,"0",2630,55,140,"0"
"1",47,1,28,0,1,"1",2630,26,212,"0"
"1",43,1,31,1,1,"0",2630,124,107,"0"
"1",69,1,29,1,1,"0",45722,152,284,"0"
"1",35,1,30,1,1,"0",2630,152,146,"0"
"1",48,1,20,0,1,"1",2630,26,99,"0"
"1",47,1,41,0,1,"1",22208,124,97,"1"
"0",72,1,28,1,1,"0",34265,124,97,"0"
"1",60,1,28,0,1,"1",51072,26,28,"0"
"0",24,1,9,1,0,"0",37165,152,236,"0"
"1",40,1,20,0,1,"1",2630,124,46,"0"
"0",26,1,15,1,0,"0",39611,152,76,"0"
"1",47,1,47,0,1,"1",2630,156,289,"1"
"0",48,1,28,0,1,"0",39335,55,29,"0"
"1",47,1,39,0,0,"0",2630,1,30,"0"
"0",24,1,8,1,0,"0",30595,152,98,"0"
"1",22,1,46,1,0,"0",36191,160,59,"0"
"0",27,1,35,1,0,"0",35670,152,187,"0"
"0",22,1,28,1,0,"0",25265,152,108,"0"
"0",26,1,3,1,0,"0",22696,160,296,"0"
"1",38,1,28,0,1,"1",30783,124,264,"0"
"1",21,1,36,0,0,"1",19865,160,99,"0"
"0",23,1,36,0,0,"0",48062,152,74,"0"
"1",45,1,11,0,1,"1",30353,124,264,"1"
"1",38,1,28,0,1,"1",38681,124,178,"1"
"0",48,1,28,0,1,"1",30375,124,218,"1"
"1",41,1,47,0,1,"1",37740,26,293,"0"
"0",37,1,28,0,1,"1",62123,26,66,"0"
"0",29,1,41,1,0,"0",22230,152,246,"0"
"1",41,1,46,0,1,"1",2630,124,255,"1"
"1",48,1,29,0,1,"1",24733,26,208,"0"
"1",58,1,50,1,1,"0",34899,124,11,"0"
"1",22,1,46,1,0,"0",2630,160,221,"0"
"1",23,1,40,0,0,"1",33379,152,105,"0"
"1",62,1,41,1,1,"0",27286,26,62,"0"
"0",22,1,6,1,0,"0",34940,152,203,"0"
"1",56,1,28,1,1,"0",48184,122,269,"0"
"0",32,1,28,0,1,"1",24742,154,33,"1"
"1",70,1,28,1,1,"0",49218,122,260,"0"
"0",23,1,8,0,0,"1",46217,152,154,"0"
"0",58,1,8,0,1,"1",58842,26,137,"0"
"1",42,1,23,0,2,"1",23038,26,67,"0"
"1",23,1,8,1,0,"0",24248,152,194,"0"
"1",40,1,8,0,1,"1",2630,3,98,"0"
"0",51,1,50,1,1,"1",30851,116,226,"0"
"0",45,1,31,0,1,"1",2630,124,81,"0"
"0",48,1,50,0,1,"1",35969,8,204,"0"
"1",25,1,11,1,0,"0",29783,160,132,"0"
"1",44,1,46,0,1,"1",29786,91,273,"1"
"0",22,1,28,0,0,"1",31761,152,97,"0"
"1",25,1,16,1,0,"1",23610,152,159,"0"
"1",58,1,8,0,1,"1",41361,26,130,"1"
"1",23,1,15,1,0,"0",44778,152,84,"0"
"0",30,1,2,0,0,"1",30827,152,86,"0"
"1",51,1,28,0,2,"1",2630,26,169,"1"
"1",38,1,28,0,1,"0",32959,124,210,"0"
"1",24,1,2,1,0,"0",29664,152,168,"0"
"1",44,1,28,1,1,"0",39745,124,32,"0"
"1",58,1,29,1,1,"0",32902,122,194,"0"
"1",46,0,28,0,1,"1",30744,124,112,"0"
"1",49,1,46,0,1,"0",37856,124,169,"0"
"1",68,1,50,0,1,"1",2630,160,185,"0"
"1",38,1,26,0,1,"1",33790,124,73,"0"
"0",43,1,28,0,1,"1",21976,26,49,"1"
"0",28,1,15,0,0,"0",31628,152,57,"0"
"0",29,1,8,1,0,"0",43136,152,86,"0"
"0",51,1,7,0,1,"1",2630,124,193,"0"
"0",48,1,28,1,1,"0",32908,124,279,"0"
"1",63,1,28,0,1,"1",64814,22,262,"0"
"0",27,1,3,1,0,"0",40670,152,22,"0"
"1",45,1,28,0,1,"1",35096,124,85,"0"
"1",43,1,28,0,1,"1",31178,20,297,"1"
"1",44,1,41,0,1,"0",24297,124,59,"0"
"0",37,1,30,0,1,"1",19897,124,272,"0"
"1",44,1,8,0,1,"1",37384,26,44,"0"
"1",45,1,46,0,1,"1",21784,21,276,"0"
"1",28,1,8,1,0,"0",41469,152,249,"0"
"1",45,1,28,0,1,"1",2630,26,283,"0"
"1",43,1,4,0,1,"1",39364,163,102,"1"
"0",40,1,48,1,1,"0",2630,15,177,"0"
"0",43,1,28,0,1,"1",32355,26,296,"1"
"0",35,1,27,0,1,"1",2630,156,115,"1"
"0",49,1,8,1,1,"0",42327,26,17,"0"
"1",27,1,8,1,0,"0",32211,152,219,"0"
"0",66,1,28,0,1,"1",33719,26,218,"0"
"0",51,1,28,0,1,"1",31882,47,112,"0"
"0",26,1,15,1,0,"0",32003,152,60,"0"
"1",21,1,11,1,0,"0",33266,152,195,"0"
"0",22,1,11,0,1,"0",2630,157,298,"0"
"0",43,1,3,0,1,"1",29843,30,289,"0"
"1",22,1,27,0,0,"1",30630,152,42,"0"
"1",35,1,35,0,1,"1",68205,26,179,"1"
"1",23,1,10,1,0,"0",26483,151,279,"0"
"1",59,1,36,0,2,"1",36775,26,226,"0"
"0",23,1,43,0,0,"1",2630,152,37,"0"
"0",24,1,3,1,0,"0",46535,152,107,"0"
"0",23,1,24,0,0,"1",23347,160,268,"0"
"1",65,1,41,0,1,"1",23836,26,39,"0"
"1",70,1,8,1,1,"0",46783,152,114,"0"
"1",43,1,28,0,1,"1",39793,124,258,"0"
"1",23,1,46,1,0,"0",26941,152,18,"0"
"1",34,1,21,1,1,"0",35622,152,171,"0"
"1",23,1,30,0,0,"0",30612,152,214,"0"
"1",55,1,41,0,1,"1",42719,26,172,"0"
"0",50,1,28,0,2,"1",2630,124,211,"0"
"1",22,1,28,0,0,"1",102975,26,294,"0"
"1",44,1,4,0,1,"1",40178,163,149,"1"
"0",22,1,15,1,0,"0",2630,152,17,"0"
"0",38,1,26,0,1,"1",37395,22,232,"0"
"1",23,1,15,0,0,"1",42022,152,256,"0"
"0",47,1,28,0,1,"1",20902,124,248,"1"
"0",47,1,49,0,1,"1",29160,124,201,"1"
"0",50,1,29,0,1,"1",51105,152,78,"1"
"0",25,1,7,1,0,"0",33570,152,112,"0"
"1",55,1,47,1,1,"0",27748,26,238,"0"
"0",32,1,27,0,1,"1",58064,124,97,"1"
"1",60,1,46,1,1,"0",62547,11,234,"0"
"1",24,1,47,0,0,"1",39120,152,198,"0"
"0",24,1,14,1,0,"0",19354,152,179,"0"
"0",24,1,15,0,0,"1",21110,152,75,"0"
"0",21,1,39,0,0,"1",33156,160,203,"0"
"1",28,1,43,1,0,"0",29576,152,167,"0"
"1",25,1,14,0,1,"1",2630,124,251,"0"
"1",74,1,31,1,1,"1",2630,30,207,"0"
"0",59,1,28,1,1,"0",39551,26,69,"0"
"1",28,1,45,0,0,"1",2630,160,211,"0"
"0",60,1,28,0,2,"1",42391,124,243,"0"
"1",20,1,15,0,0,"1",41029,160,21,"0"
"1",24,1,11,1,0,"0",33991,152,272,"0"
"0",60,1,28,0,1,"1",43190,26,152,"0"
"0",23,1,13,0,0,"1",20999,152,240,"0"
"1",49,1,28,0,1,"0",43245,30,236,"0"
"1",63,1,15,1,1,"0",2630,151,210,"0"
"1",22,1,47,0,0,"1",28923,152,44,"0"
"0",22,1,8,1,0,"0",37470,152,163,"0"
"0",47,1,36,0,1,"1",58958,124,282,"0"
"0",47,1,11,0,1,"1",30951,124,137,"0"
"1",72,1,3,1,1,"0",31561,26,170,"0"
"0",39,1,28,0,1,"1",26748,124,131,"0"
"1",61,1,28,0,2,"1",2630,26,116,"1"
"1",61,1,8,0,2,"1",2630,157,190,"0"
"1",34,1,39,0,1,"1",35836,124,159,"1"
"0",29,1,28,1,0,"0",45983,26,113,"0"
"1",25,1,28,1,1,"0",48050,124,243,"0"
"0",22,1,28,0,0,"1",24019,152,181,"0"
"0",46,1,15,1,1,"0",27794,26,259,"0"
"1",39,1,28,0,1,"1",40538,124,88,"1"
"0",34,1,46,0,0,"1",24355,124,12,"0"
"1",66,1,29,0,1,"1",31896,124,239,"0"
"1",46,1,30,0,1,"1",53513,26,112,"0"
"0",25,1,37,1,0,"0",34433,152,236,"0"
"0",47,1,38,0,1,"1",27838,124,118,"1"
"1",25,1,41,1,0,"0",37031,152,137,"0"
"1",25,1,27,1,0,"0",2630,152,84,"0"
"0",71,1,28,0,2,"1",36683,124,93,"0"
"0",20,1,7,0,0,"1",40542,160,210,"0"
"1",32,1,47,1,0,"0",22493,152,274,"0"
"1",22,1,25,1,0,"0",33487,152,86,"0"
"1",23,1,41,1,0,"0",35455,152,267,"0"
"1",26,1,30,0,0,"1",39085,152,24,"0"
"1",25,1,41,1,0,"0",82519,152,70,"0"
"1",28,1,43,0,1,"0",2630,124,253,"0"
"0",48,1,39,0,1,"1",35835,127,271,"0"
"0",41,1,28,0,1,"1",38437,26,52,"0"
"1",70,1,41,0,2,"1",44253,106,33,"0"
"0",27,1,11,1,0,"0",30634,152,36,"0"
"1",20,1,15,1,0,"0",31286,160,11,"0"
"0",24,1,6,1,0,"0",24492,152,204,"0"
"1",22,1,46,1,0,"1",42454,152,145,"0"
"0",32,1,38,0,1,"1",35980,124,132,"0"
"1",22,1,47,0,0,"1",28579,152,205,"1"
"1",47,1,47,0,1,"1",33774,124,56,"0"
"0",21,1,14,0,0,"1",32539,152,94,"0"
"0",57,1,28,1,1,"0",40054,26,165,"0"
"1",34,1,33,0,1,"1",39089,163,72,"0"
"0",21,1,8,1,0,"0",45195,160,145,"0"
"0",52,1,40,0,1,"1",52597,26,253,"0"
"1",44,1,12,0,1,"1",27469,124,293,"0"
"0",59,1,28,0,1,"1",2630,3,30,"0"
"1",24,1,36,1,0,"0",50221,152,184,"0"
"0",25,1,33,0,0,"1",53075,152,60,"0"
"0",22,1,27,1,0,"0",32204,152,173,"0"
"1",22,1,36,0,0,"1",35008,152,97,"0"
"1",24,1,26,1,0,"0",39749,152,12,"0"
"1",25,1,12,1,0,"0",21976,152,42,"0"
"1",64,1,36,1,1,"0",38785,124,195,"0"
"1",23,1,21,0,0,"1",35277,26,294,"1"
"0",39,1,28,0,1,"1",44055,26,49,"1"
"1",48,1,7,0,1,"1",2630,124,184,"1"
"1",55,1,46,0,1,"1",45418,124,194,"0"
"0",47,1,28,0,1,"1",37414,26,224,"0"
"0",24,1,36,1,0,"0",31003,152,247,"0"
"1",21,1,8,0,0,"0",87651,160,90,"0"
"1",27,1,37,0,0,"1",26470,152,36,"0"
"1",20,1,30,1,0,"0",34154,160,96,"0"
"0",22,1,25,1,0,"0",14248,152,148,"0"
"0",23,1,28,0,0,"1",2630,156,58,"0"
"1",37,1,36,0,1,"1",2630,156,281,"0"
"1",54,1,8,0,1,"1",45834,26,238,"1"
"1",26,1,11,0,0,"1",2630,152,208,"0"
"1",44,1,38,0,1,"1",47891,124,234,"1"
"1",51,1,15,0,2,"1",40121,124,134,"0"
"1",26,1,33,1,0,"0",2630,152,232,"0"
"1",51,1,28,0,1,"1",46901,26,221,"1"
"0",22,1,28,1,0,"0",42949,152,17,"0"
"1",35,1,48,0,1,"1",2630,124,151,"1"
"1",74,1,8,1,1,"0",39327,26,250,"0"
"0",29,1,46,0,0,"1",31784,152,138,"0"
"1",23,1,15,0,0,"1",40067,152,128,"0"
"0",25,1,29,1,0,"0",27191,152,152,"0"
"0",47,1,30,1,1,"0",2630,152,223,"0"
"0",27,1,3,1,0,"0",46571,152,100,"0"
"0",24,1,14,1,0,"0",21579,152,50,"0"
"1",23,1,46,1,0,"0",37418,26,277,"0"
"0",61,1,28,0,1,"1",51355,124,66,"0"
"0",23,1,28,0,0,"1",30868,152,71,"0"
"1",20,1,31,1,0,"0",2630,160,289,"0"
"0",26,1,33,1,0,"0",35207,152,245,"0"
"1",40,1,50,0,1,"1",37705,64,293,"0"
"0",46,1,0,0,1,"1",2630,122,276,"0"
"0",29,1,30,1,0,"0",28011,152,39,"0"
"1",49,1,43,0,1,"1",2630,157,158,"0"
"0",25,1,15,0,0,"1",72130,152,12,"0"
"1",42,1,28,0,1,"1",32921,124,221,"1"
"1",37,1,28,0,1,"1",2630,157,291,"0"
"0",77,1,30,1,1,"0",2630,124,298,"0"
"1",35,1,28,0,1,"1",70657,124,259,"0"
"0",45,1,41,0,1,"1",30722,26,282,"0"
"1",46,1,8,0,1,"1",2630,26,110,"1"
"0",26,1,28,1,0,"0",37802,152,62,"0"
"1",43,1,28,1,1,"0",50943,124,99,"0"
"1",34,1,14,0,1,"1",2630,157,286,"0"
"1",49,1,29,0,1,"0",36054,124,219,"0"
"1",60,1,15,0,1,"1",2630,25,242,"0"
"0",23,1,11,1,0,"0",28059,160,276,"0"
"0",30,1,48,0,0,"1",2630,124,242,"0"
"1",58,1,46,0,1,"1",30174,26,228,"0"
"0",52,1,19,0,1,"1",35646,26,233,"1"
"0",51,1,28,0,2,"1",32671,26,161,"0"
"0",35,1,28,0,1,"0",42150,26,210,"0"
"1",48,1,6,0,1,"1",36034,124,154,"0"
"0",34,1,3,0,1,"1",26400,26,176,"1"
"1",21,1,45,0,0,"1",23078,152,140,"0"
"0",23,1,50,1,0,"0",33373,152,136,"0"
"1",25,1,15,0,0,"1",39115,152,30,"0"
"0",23,1,28,0,0,"1",48753,152,193,"0"
"1",54,1,28,0,1,"1",23830,124,74,"0"
"0",43,1,29,0,1,"0",27679,124,53,"0"
"0",22,1,2,0,0,"1",26631,152,242,"0"
"1",31,1,3,1,1,"0",29014,124,180,"0"
"0",31,1,28,1,0,"0",46523,152,113,"0"
"1",41,1,19,0,1,"0",28182,26,220,"0"
"1",70,1,28,1,1,"1",31295,26,250,"0"
"0",22,1,50,1,0,"0",31003,152,143,"0"
"0",46,1,28,0,1,"1",44805,124,62,"0"
"0",27,1,10,1,0,"0",24633,152,135,"0"
"0",25,1,27,0,0,"0",26209,152,158,"0"
"1",63,1,28,0,1,"1",36072,122,42,"0"
"1",27,1,11,1,0,"0",29221,152,252,"0"
"0",20,1,3,1,0,"0",22212,160,49,"0"
"0",28,1,6,1,0,"0",24784,152,122,"0"
"1",36,1,30,1,1,"0",2630,124,185,"0"
"0",67,1,28,1,1,"0",38918,25,44,"0"
"1",43,1,28,0,1,"1",27099,124,85,"1"
"1",58,1,17,1,1,"0",36393,124,296,"0"
"1",39,1,50,1,1,"0",38783,8,182,"0"
"0",49,1,28,0,1,"1",36215,124,151,"0"
"1",24,1,8,1,0,"0",32107,152,257,"0"
"1",72,1,48,1,1,"0",2630,15,134,"0"
"1",29,1,49,1,0,"0",39776,152,67,"0"
"0",23,1,8,1,0,"0",36930,152,79,"0"
"0",23,1,36,0,0,"0",28316,152,241,"0"
"1",50,1,28,0,1,"1",38987,124,30,"0"
"1",24,1,46,1,0,"0",29882,152,136,"0"
"1",24,1,43,1,0,"0",33600,152,235,"0"
"0",44,1,28,0,1,"1",41003,13,11,"1"
"0",23,1,8,1,0,"0",44245,152,202,"0"
"0",38,1,30,0,1,"1",42955,157,153,"1"
"1",61,1,44,1,1,"0",38044,152,156,"0"
"1",45,1,41,0,1,"1",28410,124,134,"0"
"1",38,1,28,1,1,"0",26034,152,63,"0"
"1",41,1,28,0,1,"0",57716,124,35,"0"
"1",25,1,16,1,0,"0",24973,152,94,"0"
"1",31,1,30,1,0,"0",31163,151,16,"0"
"0",24,1,14,1,0,"0",24551,152,111,"0"
"1",34,1,38,0,1,"1",2630,154,150,"1"
"0",26,1,28,0,0,"1",54624,154,276,"0"
"1",48,1,46,0,1,"1",2630,11,266,"0"
"1",25,1,41,1,0,"0",35807,152,298,"0"
"1",23,1,18,1,0,"0",27150,152,107,"0"
"1",37,1,28,0,1,"1",36242,124,42,"1"
"0",24,1,15,0,0,"1",26928,152,148,"0"
"1",26,1,35,1,0,"0",29291,152,40,"0"
"0",74,1,28,0,1,"1",34228,26,294,"0"
"0",60,1,48,1,1,"0",2630,124,44,"0"
"0",31,1,8,1,0,"0",74398,107,284,"0"
"1",33,1,28,0,0,"1",44798,124,188,"0"
"0",57,1,28,0,1,"1",35378,124,12,"0"
"1",48,1,28,0,2,"1",46006,124,279,"0"
"1",40,1,28,0,1,"1",37486,26,47,"0"
"1",45,1,28,0,2,"1",41077,157,72,"0"
"0",64,1,33,1,1,"0",28619,132,255,"0"
"0",31,1,47,1,0,"0",29775,152,145,"0"
"0",25,1,28,0,0,"1",60666,125,21,"0"
"0",23,1,12,1,0,"0",24774,152,261,"0"
"0",25,1,15,0,0,"1",38423,151,132,"1"
"0",26,1,48,0,0,"1",2630,152,277,"0"
"0",22,1,39,1,0,"0",32024,152,117,"0"
"0",23,1,14,0,0,"0",26415,152,18,"0"
"1",58,1,28,1,1,"0",36959,125,206,"0"
"1",48,1,46,0,2,"0",41734,26,12,"0"
"0",24,1,24,0,0,"0",28195,152,70,"0"
"0",25,1,39,1,0,"0",2630,151,228,"0"
"0",49,1,48,0,2,"1",2630,15,178,"0"
"1",22,1,28,1,0,"0",44520,152,299,"0"
"1",60,1,8,0,1,"0",31884,26,203,"0"
"1",38,1,28,0,1,"1",34202,26,203,"1"
"0",31,1,30,1,0,"0",34827,152,24,"0"
"0",23,1,14,1,0,"0",2630,152,226,"0"
"1",48,1,30,1,1,"0",30742,26,191,"0"
"0",21,1,15,0,0,"1",31752,160,212,"0"
"1",52,1,17,0,0,"0",2630,1,228,"0"
"1",63,1,32,0,1,"1",2630,157,227,"0"
"0",22,1,31,1,0,"0",2630,152,239,"0"
"0",65,1,28,1,1,"0",40083,55,191,"0"
"1",49,1,8,0,1,"1",29465,124,19,"0"
"0",43,1,28,0,1,"1",62060,124,285,"0"
"1",52,1,50,0,1,"1",34589,124,80,"0"
"1",42,1,42,0,1,"1",36228,8,210,"1"
"0",24,1,10,1,0,"0",17822,152,49,"0"
"1",76,1,41,0,1,"1",2630,163,88,"0"
"1",51,1,8,1,1,"0",33664,124,167,"0"
"1",24,1,15,0,0,"1",26530,152,13,"0"
"1",22,1,36,1,0,"0",38579,152,257,"0"
"0",22,1,25,0,0,"0",27971,152,289,"0"
"1",71,1,28,0,1,"1",38702,61,149,"0"
"0",52,1,8,0,1,"0",46637,26,72,"0"
"1",77,1,28,1,1,"0",60585,124,203,"0"
"1",23,1,17,1,0,"0",31155,152,294,"0"
"1",36,1,38,0,1,"1",30084,154,290,"0"
"0",45,1,7,0,1,"1",2630,124,190,"1"
"0",70,1,36,0,1,"1",37885,26,78,"0"
"1",56,1,8,1,1,"0",29341,26,284,"0"
"1",24,1,44,0,0,"0",32049,151,14,"0"
"1",35,1,15,0,1,"1",2630,26,101,"0"
"1",47,1,8,1,1,"1",2630,156,254,"0"
"1",31,1,26,1,0,"1",2630,152,113,"0"
"0",36,1,29,0,1,"1",36846,124,166,"0"
"0",33,1,48,0,1,"1",2630,122,176,"0"
"0",21,1,27,0,0,"0",46420,152,134,"0"
"0",68,1,46,1,1,"0",35736,11,184,"0"
